tweetDate,twitterId,handle,text,profileUser,name,tweetLink,timestamp,query,type
Wed Jul 08 03:45:49 +0000 2020,17480896,postimees,Politsei tabas 12 joobes sõidukijuhti https://t.co/cZgg2wou8u,https://twitter.com/postimees,Postimees,https://twitter.com/postimees/status/1280709648513974272,2020-07-12T05:30:39.470Z,https://twitter.com/postimees,tweets-replies
Tue Jul 07 21:32:58 +0000 2020,17480896,postimees,"Mustamäe Keskuse söögikohas läks prügikast põlema, kinokülastajad evakueeriti https://t.co/z733tXeDZL",https://twitter.com/postimees,Postimees,https://twitter.com/postimees/status/1280615818615754756,2020-07-12T05:30:39.470Z,https://twitter.com/postimees,tweets-replies
Tue Jul 07 19:08:36 +0000 2020,17480896,postimees,"Keskkonnaamet soovitab hiidnälkjaid hävitada, kuid riiklikku tõrjet ei plaani https://t.co/HL2B3hjJ9g",https://twitter.com/postimees,Postimees,https://twitter.com/postimees/status/1280579486740865026,2020-07-12T05:30:39.470Z,https://twitter.com/postimees,tweets-replies
Tue Jul 07 16:58:45 +0000 2020,17480896,postimees,Luik: USA lennukite viibimine Eestis saadavad selge signaali liitlaste ühtsusest https://t.co/OPIYxgoMdh,https://twitter.com/postimees,Postimees,https://twitter.com/postimees/status/1280546807869734913,2020-07-12T05:30:39.470Z,https://twitter.com/postimees,tweets-replies
Tue Jul 07 16:45:58 +0000 2020,17480896,postimees,Homme sõidab Eesti Raudtee katserong kiiremini kui tavaliselt https://t.co/rI2V8GEON5,https://twitter.com/postimees,Postimees,https://twitter.com/postimees/status/1280543594462556162,2020-07-12T05:30:39.470Z,https://twitter.com/postimees,tweets-replies
Tue Jul 07 16:33:28 +0000 2020,17480896,postimees,Tallinnas sõidavad esimesed gaasibussid https://t.co/yphyE5JqJo,https://twitter.com/postimees,Postimees,https://twitter.com/postimees/status/1280540445861437440,2020-07-12T05:30:39.469Z,https://twitter.com/postimees,tweets-replies
Tue Jul 07 15:35:04 +0000 2020,17480896,postimees,Koroonaviiruse ravim võib riigile maksma minna kaks miljonit eurot https://t.co/rrflkCFaFO,https://twitter.com/postimees,Postimees,https://twitter.com/postimees/status/1280525750815375361,2020-07-12T05:30:39.470Z,https://twitter.com/postimees,tweets-replies
Tue Jul 07 14:13:22 +0000 2020,17480896,postimees,Laagna surmakutsari kaaskihutaja sai kuriteokahtlustuse  https://t.co/hkl8SQ3Rcv,https://twitter.com/postimees,Postimees,https://twitter.com/postimees/status/1280505190207164421,2020-07-12T05:30:39.470Z,https://twitter.com/postimees,tweets-replies
Tue Jul 07 13:58:38 +0000 2020,17480896,postimees,Tapal suri Briti kaitseväelane https://t.co/6CpYDmmJcl,https://twitter.com/postimees,Postimees,https://twitter.com/postimees/status/1280501483134423042,2020-07-12T05:30:39.470Z,https://twitter.com/postimees,tweets-replies
Tue Jul 07 12:24:58 +0000 2020,17480896,postimees,Allilmaliider Oleg Lvov suri esmaspäeva öösel arestikambris  https://t.co/5zuvnxYAJR,https://twitter.com/postimees,Postimees,https://twitter.com/postimees/status/1280477909837402112,2020-07-12T05:30:39.470Z,https://twitter.com/postimees,tweets-replies
Tue Jul 07 12:21:09 +0000 2020,17480896,postimees,Siseministeerium toetab Euroopa politseipartnerluse tugevnemist https://t.co/KkNhgzhUqC,https://twitter.com/postimees,Postimees,https://twitter.com/postimees/status/1280476948360245248,2020-07-12T05:30:39.470Z,https://twitter.com/postimees,tweets-replies
Tue Jul 07 09:35:48 +0000 2020,17480896,postimees,HTM: õpirände piiramine vajab edasist arutelu https://t.co/etuW9cgCv0,https://twitter.com/postimees,Postimees,https://twitter.com/postimees/status/1280435335609102337,2020-07-12T05:30:39.470Z,https://twitter.com/postimees,tweets-replies
Tue Jul 07 09:23:35 +0000 2020,17480896,postimees,Terviseameti ajutine juht suhetest valitsusega: iga usaldus eeldab väga head suhtlust https://t.co/Z9bhjZ0D3R,https://twitter.com/postimees,Postimees,https://twitter.com/postimees/status/1280432261771472898,2020-07-12T05:30:39.469Z,https://twitter.com/postimees,tweets-replies
Tue Jul 07 07:59:45 +0000 2020,17480896,postimees,Helme says national conflict fueled by partner https://t.co/PhEXE8l8pp,https://twitter.com/postimees,Postimees,https://twitter.com/postimees/status/1280411163856175104,2020-07-12T05:30:39.470Z,https://twitter.com/postimees,tweets-replies
Tue Jul 07 07:56:01 +0000 2020,17480896,postimees,"Vegetables saved, too late for strawberries https://t.co/s6X6lz6mlT",https://twitter.com/postimees,Postimees,https://twitter.com/postimees/status/1280410226676699136,2020-07-12T05:30:39.470Z,https://twitter.com/postimees,tweets-replies
Tue Jul 07 07:36:29 +0000 2020,17480896,postimees,Tallinna loomaaed teeb ettevalmistusi jääkaru Aroni transpordiks Prantsusmaa loomaaeda https://t.co/oownfSq4AK,https://twitter.com/postimees,Postimees,https://twitter.com/postimees/status/1280405310230970368,2020-07-12T05:30:39.469Z,https://twitter.com/postimees,tweets-replies
Tue Jul 07 06:46:17 +0000 2020,17480896,postimees,"Sada päeva lennujaamas lõksus: ma ei mäleta, milline on värske õhk https://t.co/85whQzs0Vx",https://twitter.com/postimees,Postimees,https://twitter.com/postimees/status/1280392676332929026,2020-07-12T05:30:39.470Z,https://twitter.com/postimees,tweets-replies
